2025-02-28|09:00:00|Payroll-EngineeringTeam(Feb)|CompanyBankAcc|-185000.00
2025-02-28|09:05:00|Payroll-MarketingTeam(Feb)|CompanyBankAcc|-72000.00
2025-02-28|09:10:00|Payroll-AdminStaff(Feb)|CompanyBankAcc|-34000.00
2025-03-01|10:13:25|AnnualPerformanceBonuses|CompanyBankAcc|-150000.00
2025-03-01|10:15:10|SalesCommissionPayoutQ1|CompanyBankAcc|-45000.00
2025-03-15|14:22:11|OfficeEquipment-Desks|IKEA-Business|-8200.50
2025-03-18|11:03:44|OfficeEquipment-Laptops|AmazonBusiness|-12500.75
2025-03-20|16:41:09|SoftwareSubscription-SaaSTools|Microsoft|-3200.00
2026-03-01|10:13:25|OfficeHardware-Keyboards|AmazonBusiness|-2500.50
2026-03-05|10:23:25|OfficeHardware-Monitors|AmazonBusiness|-1500.00
2026-04-15|10:13:25|OfficeSupplies-ErgonomicEquipment|AmazonBusiness|-89.50
2026-04-15|11:15:12|Invoice1001Payment|Client-JoeIndustries|1500.00
2026-04-16|09:30:00|Invoice1002Payment|Client-NovaRetail|3200.00
2026-04-24|08:00:00|MRR|SubscriptionRevenue|250000.00
2026-04-24|08:05:00|DRR|SubscriptionRevenue|1200.00
2026-04-24|08:10:00|StripeDepositBatch|StripePayout|800.00
2026-04-24|08:15:00|MRR|SubscriptionRevenue|1250000.00
2026-04-24|08:20:00|WeeklySalesRevenue|SalesRevenue|500000.00
2026-04-24|08:25:00|EnterpriseContractRevenue|SalesRevenue|700000.00
2026-04-24|18:58:35|Payroll-FullCompanyCycle|CompanyBankAcc|-250000.00
2026-04-24|19:00:00|PayrollTaxWithholding|IRS|-62000.00
2026-04-24|23:19:25|Daily Revenue|Stripe|15000.0
2026-04-27|11:58:02|WRR|Stripe|150000.0
